Product name,ASIN,Condition,Total orders,NCX orders,Fulfilled by,SKU,NCX rate,Top NCX reason,NCX Review Rate,NCX Return Rate,Last updated,pcxHealth
"Vive Knee Sleeves (Pair) - Compression Support Sleeve Brace - Breathable, Lightweight, Comfortable - For ACL, PCL, Meniscus, Patella Pain, Weightlifting, Basketball, Running, Arthritis, Tendonitis","B08ND1Q5N3","new",7,2,"Amazon","X002PL4A59","28.57%","Performance or quality not adequate
50%","0%","28.57%","Feb 10, 2025","Fair"
"Vive Knee Sleeves (Pair) - Compression Support Sleeve Brace - Breathable, Lightweight, Comfortable - For ACL, PCL, Meniscus, Patella Pain, Weightlifting, Basketball, Running, Arthritis, Tendonitis","B08NC4YTNM","New",5,0,"Amazon","X002PL4A45","0%","--","0%","0%","Feb 7, 2025","Excellent"
"Vive Knee Sleeves (Pair) - Compression Support Sleeve Brace - Breathable, Lightweight, Comfortable - For ACL, PCL, Meniscus, Patella Pain, Weightlifting, Basketball, Running, Arthritis, Tendonitis","B08NCHR662","New",3,0,"Amazon","X002PL4A2H","0%","--","0%","0%","Feb 9, 2025","Excellent"
"Vive Knee Sleeves (Pair) - Compression Support Sleeve Brace - Breathable, Lightweight, Comfortable - For ACL, PCL, Meniscus, Patella Pain, Weightlifting, Basketball, Running, Arthritis, Tendonitis","B08NC74Y6N","New",4,1,"Amazon","X002PL165V","25%","Damaged item
100%","0%","25%","Feb 13, 2025","Excellent"
"Vive Knee Sleeves (Pair) - Compression Support Sleeve Brace - Breathable, Lightweight, Comfortable - For ACL, PCL, Meniscus, Patella Pain, Weightlifting, Basketball, Running, Arthritis, Tendonitis","B08NC338Q1","New",5,0,"Amazon","X002PL124B","0%","--","0%","0%","Feb 10, 2025","Excellent"
"Vive Knee Sleeves (Pair) - Compression Support Sleeve Brace - Breathable, Lightweight, Comfortable - For ACL, PCL, Meniscus, Patella Pain, Weightlifting, Basketball, Running, Arthritis, Tendonitis","B08NC7ZPRX","New",7,0,"Amazon","X002PKUJTV","0%","--","0%","0%","Feb 13, 2025","Excellent"
"Vive Knee Sleeves (Pair) - Compression Support Sleeve Brace - Breathable, Lightweight, Comfortable - For ACL, PCL, Meniscus, Patella Pain, Weightlifting, Basketball, Running, Arthritis, Tendonitis","B08NC3GZRG","New",2,0,"Amazon","X002PKTA2N","0%","--","0%","0%","Jan 29, 2025","Excellent"
"Vive Foot Scrubber for Use in The Shower - Feet Cleaner for Dead Skin with Pumice Stone - Massager and Brush Exfoliating - Callus Remover, Improve Circulation and Relieves Pain - Nonslip Suction Cups","B08N59WFF6","New",29,1,"Amazon","X002PI7VO9","3.45%","Product condition not as expected
100%","0%","3.45%","Dec 27, 2024","Good"
"Vive Toilet Aids for Wiping Bottom - Tongs for Toileting, Wiper Reacher Tool, Self Wipe Assist - Handicap Accessories for Daily Living, Back & Shoulder Surgery Recovery, Limited Mobility - Long Handle","B08N5B7Q2J","New",162,2,"Amazon","X002PI3PWB","1.23%","Performance or quality not adequate
100%","0%","1.23%","Feb 14, 2025","Good"
"Vive Ankle Wrap (2 Pack) - Strap Heel Brace Stabilizer For Sprained Foot - Breathable, Soft, Firm Compression Sport Sleeve For Swelling - Adjustable Nonslip Elastic Support For Tendonitis (Women, Men)","B08N366789","New",31,4,"Amazon","X002PGVAMF","12.9%","Performance or quality not adequate
75%","0%","9.68%","Feb 10, 2025","Good"
"Vive Ankle Wrap (2 Pack) - Strap Heel Brace Stabilizer For Sprained Foot - Breathable, Soft, Firm Compression Sport Sleeve For Swelling - Adjustable Nonslip Elastic Support For Tendonitis (Women, Men)","B08N3CVJ3J","New",17,4,"Amazon","X002PGVAM5","23.53%","Performance or quality not adequate
50%","0%","23.53%","Feb 13, 2025","Good"
"Vive Ankle Wrap (2 Pack) - Strap Heel Brace Stabilizer For Sprained Foot - Breathable, Soft, Firm Compression Sport Sleeve For Swelling - Adjustable Nonslip Elastic Support For Tendonitis (Women, Men)","B08N2WL3XV","New",17,3,"Amazon","X002PGKO6N","17.65%","Performance or quality not adequate
100%","0%","17.65%","Feb 11, 2025","Good"
"Xtra-Comfort Water Pillow for Sleeping (26""x18"") - Pillow for Side, Back Sleepers with Neck, Shoulder Pain - Night Sweats Cool Soft Memory Foam Pillow","B08MMH82RD","New",7,0,"Amazon","X002P8RPW7","0%","--","0%","0%","Oct 30, 2024","Excellent"
"Vive Workout Posters for Home Gym - 52 Streching Exercises Full Body Workout - Laminated Pre Post Routines Wall Chart - Bodyweight Poses Instruction Guide for Core, Abs, Legs, Glutes, Upper Body","B08LL8F2PS","New",136,2,"Amazon","X002OQB5U3","1.47%","Defective item
50%","0%","1.47%","Feb 14, 2025","Good"
"Vive Walking Cane for Women, Men, Elderly - Patented Offset Grip - Lightweight Adjustable Walking Aid with a Non-Slip Tip - Sturdy Balancing Mobility Aid for Seniors","B08L9JX7BZ","New",17,1,"Amazon","X002OK3F9N","5.88%","Too Small
100%","0%","5.88%","Feb 13, 2025","Good"
"Vive Walking Cane for Women, Men, Elderly - Patented Offset Grip - Lightweight Adjustable Walking Aid with a Non-Slip Tip - Sturdy Balancing Mobility Aid for Seniors (Folding Offset Cane)","B08L9KBKS3","New",3,0,"Amazon","X002OK0DEX","0%","--","0%","0%","Jan 23, 2025","Excellent"
"Vive Walking Cane for Women, Men, Elderly - Patented Offset Grip - Lightweight Adjustable Walking Aid with a Non-Slip Tip - Sturdy Balancing Mobility Aid for Seniors","B08L9K6PMC","New",12,0,"Amazon","X002OJSOQX","0%","--","0%","0%","Oct 27, 2024","Excellent"
"Vive Bag for Wheelchairs & Walkers - Machine Washable, Double-Stitched, Water-Resistant Accessory Backpack for Rollators, Wheelchairs, Walkers - Pouch with XL Pockets & Straps for Quick Installation","B08KTVXPGN","New",52,0,"Amazon","X002O8HUWD","0%","--","0%","0%","Feb 10, 2025","Excellent"
"Vive Walker Bag - Accessories Wheelchair Basket Pouch (Water Resistant) - Seniors Caddy Accessory Attachment for Folding, Rolling Walkers - Carry Storage Carrier Tote - Lightweight, Universal Size","B08KSHZHGW","new",9,1,"Amazon","X002O72XSP","11.11%","Too Large
100%","0%","11.11%","Dec 3, 2024","Excellent"
"Vive Walker Bag - Accessories Wheelchair Basket Pouch (Water Resistant) - Seniors Caddy Accessory Attachment for Folding, Rolling Walkers - Carry Storage Carrier Tote - Lightweight, Universal Size","B08KSKFXRW","New",1,0,"Amazon","X002O6ZYYV","0%","--","0%","0%","Feb 13, 2025","Excellent"
"Vive Copper Arthritis Gloves - Full Hand Compression Touchscreen Finger - For Carpal Tunnel, Rheumatoid, Joint Pain, Inflammation - Flexible Wrist and Thumb Pressure Relief for Typing - For Men, Women","B08KSKK42Y","New",30,2,"Amazon","X002O6SPXX","6.67%","Defective item
50%","0%","6.67%","Feb 13, 2025","Good"
"Vive Copper Arthritis Gloves - Full Hand Compression Touchscreen Finger - For Carpal Tunnel, Rheumatoid, Joint Pain, Inflammation - Flexible Wrist and Thumb Pressure Relief for Typing - For Men, Women","B08KSJMZ98","New",6,0,"Amazon","X002O6SPXN","0%","--","0%","0%","Feb 12, 2025","Excellent"
"Vive Copper Arthritis Gloves - Full Hand Compression Touchscreen Finger - For Carpal Tunnel, Rheumatoid, Joint Pain, Inflammation - Flexible Wrist and Thumb Pressure Relief for Typing - For Men, Women","B08KSHV5DW","new",2,1,"Amazon","X002O6QWOH","50%","Performance or quality not adequate
100%","0%","50%","Feb 14, 2025","Excellent"
"Vive Copper Arthritis Gloves - Full Hand Compression Touchscreen Finger - For Carpal Tunnel, Rheumatoid, Joint Pain, Inflammation - Flexible Wrist and Thumb Pressure Relief for Typing - For Men, Women","B08KSJ5P8T","New",3,0,"Amazon","X002O6QWO7","0%","--","0%","0%","Feb 11, 2025","Excellent"
"Vive Copper Arthritis Gloves - Full Hand Compression Touchscreen Finger - For Carpal Tunnel, Rheumatoid, Joint Pain, Inflammation - Flexible Wrist and Thumb Pressure Relief for Typing - For Men, Women","B08KSH6JRM","New",24,2,"Amazon","X002O6QWNX","8.33%","Too Small
100%","0%","8.33%","Feb 8, 2025","Good"
"Vive XL Wheelchair Bag - Waterproof, Scratch-Resistant, Double-Stitched, Machine Washable Accessory for Adults, Seniors, 15 Colors - Storage Walker Backpack to Hang on Back of Wheel Chair","B08KSDVDLN","New",29,3,"Amazon","X002O6LZBH","10.34%","Too Large
33%","0%","10.34%","Feb 13, 2025","Fair"
"Vive Textured Grab Bar for Bathtubs and Showers - Handicap Bathroom Safety Rail for Elderly - Wall Senior Handle for Tub, Toilet, Bath - Disability Assist Device Accessory Handrail for Injury","B08KJKX6Z4","New",5,0,"Amazon","X002O2R75J","0%","--","0%","0%","Feb 7, 2025","Excellent"
"Vive Textured Grab Bar for Bathtubs and Showers - Handicap Bathroom Safety Rail for Elderly - Wall Senior Handle for Tub, Toilet, Bath - Disability Assist Device Accessory Handrail for Injury","B08KJHLMLP","New",117,5,"Amazon","X002O2R0NN","4.27%","Wrong item was sent
40%","0%","4.27%","Feb 14, 2025","Good"
"Vive Textured Grab Bar for Bathtubs and Showers - Handicap Bathroom Safety Rail for Elderly - Wall Senior Handle for Tub, Toilet, Bath - Disability Assist Device Accessory Handrail for Injury","B08KJNPL1H","New",2,0,"Amazon","X002O2O1GH","0%","--","0%","0%","Dec 5, 2024","Excellent"
"Vive Walker Ski Glide Covers 4 PCS - Accessories for Folding Walkers - Heavy Duty Removable Padded Replacement Caps for Seniors - Precut Padding, Rollator Tennis Ball, Feet Sliders for Indoor, Outdoor","B08KFGFW6K","New",14,1,"Amazon","X002NY827F","7.14%","Performance or quality not adequate
100%","0%","7.14%","Feb 13, 2025","Excellent"
"Vive Ultra-Lightweight Quad Cane with Pivot Base - Carbon Fiber Weighs Only 11 oz - Self Balancing Lightweight Walking Stick for Women, Men - Non-Slip Tips - Mobility Aid for Seniors, Adults, Balance","B08J8K1G1P","New",5,0,"Amazon","X002NGZAS7","0%","--","0%","0%","Feb 9, 2025","Excellent"
"Vive Mobility Upright Walker with Seat - Stand Up Rollator, Arm Rests, Heavy Duty, Folding Medical Aid Scooter for Elderly, Seniors - Walking Assist, Foldable Transport Chair - 300 lb Capacity","B08J9VD7BL","new",1,1,"Amazon","X002NGWCKB","100%","Wrong item was sent
100%","0%","100%","Nov 22, 2024","Excellent"
"Memory Foam Shoe Inserts For Men & Women - Insoles For Walking All Day, Plantar Fasciitis, Flat Feet - Orthopedic Cushion Soles For Comfort, Work Boots, Shoes, Sneakers - Shock Absorbing, Arch Support","B08J9DGK18","New",4,0,"Amazon","X002NGW9BD","0%","--","0%","0%","Jan 3, 2025","Excellent"
"Memory Foam Shoe Inserts For Men & Women - Insoles For Walking All Day, Plantar Fasciitis, Flat Feet - Orthopedic Cushion Soles For Comfort, Work Boots, Shoes, Sneakers - Shock Absorbing, Arch Support","B08J9NZ9GQ","New",9,0,"Amazon","X002NGW5SF","0%","--","0%","0%","Jan 23, 2025","Excellent"
"Vive Adjustable Walking Cane, Carbon Fiber - Lightweight Stick for Men, Women - Mobility Aid, Adjust Height, Rubber Tip-Portable Hurry Support for Seniors, Elderly, Balance-Ultra Light, Soft Hand Grip","B08J9FF59K","New",3,0,"Amazon","X002NGV0AJ","0%","--","0%","0%","Sep 20, 2024","Excellent"
"Memory Foam Shoe Inserts For Men & Women - Insoles For Walking All Day, Plantar Fasciitis, Flat Feet - Orthopedic Cushion Soles For Comfort, Work Boots, Shoes, Sneakers - Shock Absorbing, Arch Support","B08J8JGF31","New",2,0,"Amazon","X002NGSP9N","0%","--","0%","0%","Jan 27, 2025","Excellent"
"Vive Knee Sleeves (Pair) - Compression Support Sleeve Brace - Breathable, Lightweight, Comfortable - For ACL, PCL, Meniscus, Patella Pain, Weightlifting, Basketball, Running, Arthritis, Tendonitis","B08HPLG41B","New",6,0,"Amazon","X002N4CDJX","0%","--","0%","0%","Jan 21, 2025","Excellent"
"Vive Knee Sleeves (Pair) - Compression Support Sleeve Brace - Breathable, Lightweight, Comfortable - For ACL, PCL, Meniscus, Patella Pain, Weightlifting, Basketball, Running, Arthritis, Tendonitis","B08HPVC8LN","New",7,2,"Amazon","X002N4CDJ3","28.57%","Performance or quality not adequate
100%","0%","28.57%","Feb 12, 2025","Fair"
"Vive Knee Sleeves (Pair) - Compression Support Sleeve Brace - Breathable, Lightweight, Comfortable - For ACL, PCL, Meniscus, Patella Pain, Weightlifting, Basketball, Running, Arthritis, Tendonitis","B08HPHF87L","New",11,1,"Amazon","X002N4CDI9","9.09%","Performance or quality not adequate
100%","0%","9.09%","Jan 12, 2025","Good"
"Vive Knee Sleeves (Pair) - Compression Support Sleeve Brace - Breathable, Lightweight, Comfortable - For ACL, PCL, Meniscus, Patella Pain, Weightlifting, Basketball, Running, Arthritis, Tendonitis","B08HPJ6CP6","New",8,1,"Amazon","X002N4A4IF","12.5%","Performance or quality not adequate
100%","0%","12.5%","Feb 12, 2025","Good"
"Vive EMS Muscle Stimulator (22 Mode) Tens Unit for Pain Relief Therapy - Machine for Back, Shoulder, Body Pain Management - 40 Level Device & 8 Self Adhesive (1)","B08HP6BF5D","New",14,1,"Amazon","X002N3QLXX","7.14%","Defective item
100%","0%","7.14%","Feb 9, 2025","Good"
"Vive Fingerless Arthritis Gloves for Men & Women Made w/Copper Infused Fabric - Therapeutic Compression for Swelling, Carpal Tunnel, Tendonitis, Edema, & Finger Pain - Comfortable Non-Slip (Large)","B08H8NXGLM","New",257,18,"Amazon","X002MVU0NN","7%","Performance or quality not adequate
66%","0%","7%","Feb 14, 2025","Good"
"Vive Fingerless Arthritis Gloves for Men & Women Made w/Copper Infused Fabric - Therapeutic Compression for Swelling, Carpal Tunnel, Tendonitis, Edema, & Finger Pain - Comfortable Non-Slip (X Large)","B08H8PWMKM","New",25,1,"Amazon","X002MVU0ND","4%","Too Large
100%","0%","4%","Feb 3, 2025","Good"
"Vive Fingerless Arthritis Gloves for Men & Women Made w/Copper Infused Fabric - Therapeutic Compression for Swelling, Carpal Tunnel, Tendonitis, Edema, & Finger Pain - Comfortable Non-Slip (Medium)","B08H8GB318","New",99,0,"Amazon","X002MVU0N3","0%","--","0%","0%","Feb 14, 2025","Excellent"
"Vive Fingerless Arthritis Gloves for Men & Women Made w/Copper Infused Fabric - Therapeutic Compression for Swelling, Carpal Tunnel, Tendonitis, Edema, & Finger Pain - Comfortable Non-Slip (Small)","B08H8MZB24","New",250,16,"Amazon","X002MVTT3P","6.4%","Performance or quality not adequate
62%","0%","6%","Feb 14, 2025","Fair"
"Vive Fingerless Arthritis Gloves for Men & Women Made w/Copper Infused Fabric - Therapeutic Compression for Swelling, Carpal Tunnel, Tendonitis, Edema, & Finger Pain - Comfortable Non-Slip (X Small)","B08H8MKV2W","New",146,6,"Amazon","X002MVTT3F","4.11%","Performance or quality not adequate
50%","0.68%","3.42%","Feb 14, 2025","Good"
"Wireless Caregiver Pager by Vive - Nurse Alert for Dementia Patients - Smart Portable Medical System for Caretaker - Connects to Call Button, Door, Window, Bed, Chair, Floor Alarm Pads","B08GNLMDN1","New",1,0,"Amazon","X002MM3CCN","0%","--","0%","0%","Feb 14, 2025","Excellent"
"Wireless Bed Alarm by Vive - Motion Sensor Kit for Elderly Dementia Patients - Weight Movement Pressure Pad Detector - Automatic Health Alert System for Mat Elderly","B08GNTHG63","New",5,0,"Amazon","X002MM3CCD","0%","--","0%","0%","Nov 9, 2024","Excellent"
"Vive Door and Window Alarm - Wireless Sensor Operated Kit for Elderly Dementia Patient Safety - Automatic Motion Health Alert System - Adhesive Strip and Battery Included - For Health Care, Caretakers","B08GNLF716","New",2,0,"Amazon","X002MLXYYF","0%","--","0%","0%","Feb 13, 2025","Excellent"
"Vive Wireless Call Button - Emergency Alert System for Patients - Smart Portable Medical Panic Button - Notifies Nurse or Caretaker When Elderly Senior Needs Help - Perfect for Home Wander Prevention","B08GNSDB92","New",1,0,"Amazon","X002MLCGLR","0%","--","0%","0%","Nov 17, 2024","Excellent"
"Wireless Floor Alarm by Vive - Motion Sensor Kit for Elderly Dementia Patients - Weight Movement Pressure Pad Detector - Automatic Health Alert System for Mat Elderly","B08GNRLTD5","new",23,4,"Amazon","X002MLCGLH","17.39%","Defective item
100%","0%","17.39%","Aug 29, 2024","Very poor"
"Wireless Chair Alarm by Vive - Wheelchair Motion Sensor Kit for Elderly Dementia Patients - Weight Movement Pressure Pad Detector - Automatic Health Alert System for Mat Elderly","B08GP6DM4K","New",7,0,"Amazon","X002MLCGK3","0%","--","0%","0%","Feb 14, 2025","Excellent"
"Vive XL Wheelchair Bag - Waterproof, Scratch-Resistant, Double-Stitched, Machine Washable Accessory for Adults, Seniors, 15 Colors - Storage Walker Backpack to Hang on Back of Wheel Chair","B08GCSKG6S","New",80,1,"Amazon","X002MFD6K3","1.25%","Performance or quality not adequate
100%","0%","1.25%","Feb 14, 2025","Excellent"
"Vive Under Desk Bike (with App)- Magnetic Pedal Exerciser - Indoor Cycling Bike Stationary - Arm Leg Seated Deskcycle Bike Exercise Equipment for Home and Office - Portable Workout for Seniors/Adults","B08G582H3Q","New",1,0,"Amazon","X002MC62JX","0%","--","0%","0%","Jan 17, 2025","Excellent"
"Vive Oxygen Tank Holder for Wheelchair - Portable Medical Cylinder Backpack for Travel - Carrier Accessories Bag for Walker, Rollator, Scooter - Case Fits Canister Sizes M2, M4, M6, M9, C, D, E","B08G1X7D7P","New",26,0,"Amazon","X002MB5KV5","0%","--","0%","0%","Oct 12, 2024","Good"
"Vive Walker Bag - Accessories Wheelchair Basket Pouch (Water Resistant) - Seniors Caddy Accessory Attachment for Folding, Rolling Walkers - Carry Storage Carrier Tote - Lightweight, Universal Size","B08FJGHX8W","New",33,0,"Amazon","X002M1XA5N","0%","--","0%","0%","Feb 12, 2025","Excellent"
"Vive Neck Gaiter for Men & Women (3 Pack) - Breathable Face Mask Warmer w/UV Sun Protection - Cooling Scarf Cover for Hot & Cold Weather, Fishing, Skiing, Sports, Lawn Mowing, Construction Work","B08FKG7HVD","New",8,1,"Amazon","X002M1W405","12.5%","Too Large
100%","0%","12.5%","Oct 23, 2024","Excellent"
"Vive Wrist Brace - Carpal Tunnel Hand Compression Support Wrap for Men, Women, Tendinitis, Bowling, Sports Injuries Pain Relief - Removable Splint - Universal Ergonomic Fit (Gray, Right)","B08FJDXP1K","New",13,0,"Amazon","X002M1ML99","0%","--","0%","0%","Feb 12, 2025","Excellent"
"Vive Wrist Brace - Carpal Tunnel Hand Compression Support Wrap for Men, Women, Tendinitis, Bowling, Sports Injuries Pain Relief - Removable Splint - Universal Ergonomic Fit (Gray, Left)","B08FJG6LYQ","New",16,0,"Amazon","X002M1MHGV","0%","--","0%","0%","Feb 12, 2025","Excellent"
"Vive Wrist Brace - Carpal Tunnel Hand Compression Support Wrap for Men, Women, Tendinitis, Bowling, Sports Injuries Pain Relief - Removable Splint - Universal Ergonomic Fit (Beige, Left)","B08FJF2W9R","new",20,3,"Amazon","X002M1MHGB","15%","Performance or quality not adequate
66%","0%","15%","Feb 12, 2025","Good"
"Vive Wrist Brace - Carpal Tunnel Hand Compression Support Wrap for Men, Women, Tendinitis, Bowling, Sports Injuries Pain Relief - Removable Splint - Universal Ergonomic Fit (Beige, Right)","B08FJDXP1L","New",26,0,"Amazon","X002M1MFBX","0%","--","0%","0%","Feb 14, 2025","Excellent"
"Vive Oxygen Tank Holder for Wheelchair - Portable Medical Cylinder Backpack for Travel - Carrier Accessories Bag for Walker, Rollator, Scooter - Case Fits Canister Sizes M2, M4, M6, M9, C, D, E","B08FCNVSPR","New",42,0,"Amazon","X002LXFXTX","0%","--","0%","0%","Feb 8, 2025","Excellent"
"Vive Sacroiliac SI Joint Hip Belt for Women & Men - Lower Back Support for Sciatica, Sacral Nerve, Pelvic Floor, Scoliosis, Anterior Pelvis Tilt Pain Relief - Adjustable Compression Brace (Up To 45"")","B08FCMJVRS","New",13,2,"Amazon","X002LXA1E5","15.38%","Performance or quality not adequate
50%","0%","15.38%","Feb 14, 2025","Good"
"Vive Face Ice Pack Wrap for TMJ Pain Relief and Headaches - Face Ice Pack for Jaw Surgery Recovery, Oral Surgery & Wisdom Teeth extractions - Heating Pad for Head & Chin - Hot & Cold Therapy","B08FCNLS35","new",1,1,"Amazon","X002LWUOTX","100%","Product condition not as expected
100%","0%","100%","Jan 28, 2025","Excellent"
"Vive Sacroiliac SI Joint Hip Belt for Women & Men - Lower Back Support for Sciatica, Sacral Nerve, Pelvic Floor, Scoliosis, Anterior Pelvis Tilt Pain Relief - Adjustable Compression Brace (45"" - 55"")","B08FCMWDV3","New",11,0,"Amazon","X002LWQMQ7","0%","--","0%","0%","Feb 13, 2025","Excellent"
"Vive Fabric Resistance Bands (Set of 3) - Exercise Loop for Women, Men - Non Slip Body Fitness for Glutes, Legs, Butt, Booty, HIPS - Home Gym, Training, Physical Therapy - Workout Guide Book Included","B08FBFK8JX","New",44,1,"Amazon","X002LVKS5T","2.27%","Product condition not as expected
100%","0%","2.27%","Feb 1, 2025","Good"
"Vive Bag for Wheelchairs & Walkers - Machine Washable, Double-Stitched, Water-Resistant Accessory Backpack for Rollators, Wheelchairs, Walkers - Pouch with XL Pockets & Straps for Quick Installation","B08DX2WQJY","New",13,0,"Amazon","X002LMXTRR","0%","--","0%","0%","Feb 10, 2025","Excellent"
"Vive Grab Bar for Bathtubs and Showers - Handicap Bathroom Safety Handrail for Elderly - Wall Senior Rail Handle for Tub, Toilet, Bath","B08DWJ9TPQ","New",3,0,"Amazon","X002LMX3BT","0%","--","0%","0%","Feb 14, 2025","Good"
"Vive Grab Bar for Bathtubs and Showers - Handicap Bathroom Safety Handrail for Elderly - Wall Senior Rail Handle for Tub, Toilet, Bath","B08DWBJSKD","New",44,3,"Amazon","X002LMVJ3N","6.82%","Performance or quality not adequate
100%","0%","6.82%","Feb 13, 2025","Good"
"Vive Grab Bar for Bathtubs and Showers - Handicap Bathroom Safety Handrail for Elderly - Wall Senior Rail Handle for Tub, Toilet, Bath","B08DWRZ5MS","new",5,1,"Amazon","X002LMVJ3D","20%","Performance or quality not adequate
100%","0%","20%","Feb 13, 2025","Excellent"
"Vive Disposable Urine Bags (20 Count) - Pee Bags for Emergencies, Camping & Car Travel - Travel Urinal for Men and Women - Portable Urine Collection Bags - Leak-Proof Pee Bag - Emergency Urine Bag Kit","B08D9SLPV3","New",102,2,"Amazon","X002L8ROO5","1.96%","Defective item
50%","0.98%","0.98%","Feb 14, 2025","Good"
"Vive Transfer Sling - Padded Assist Gait Belt - Heavy Duty Patient Lift with Straps - Mobility Standing and Lifting Aid for Disabled, Elderly, Seniors, Injured - Safely Move from Bed and Wheelchair","B08D9QVPMG","New",1,0,"Amazon","X002L8R8LT","0%","--","0%","0%","Nov 7, 2024","Good"
"Vive Zipper Pulls Replacement (10 Pack) - Helper Grip Fix for Clothes, Shoes, Purse, Handbag, Luggage, Jacket, Backpack, Boot - Universal Easy Gripper Puller - Set of Plastic Repair Tabs Dexterity Aid","B08D9VNQ7G","New",10,0,"Amazon","X002L8PBUT","0%","--","0%","0%","Feb 5, 2025","Excellent"
"Vive Patient Lift Sling with Opening (400lb Capacity) - Lifting Aid Straps for Transfer - Commode Chair for Hydrolic Medical Full Body Device for Elderly, Bariatric, Nursing, Caregiver - Mesh Support","B08D9RFWTD","New",21,2,"Amazon","X002L8OZ51","9.52%","Wrong item was sent
50%","0%","9.52%","Jan 28, 2025","Excellent"
"Vive 360° Pivot Disc - Patient Transfer Device for Elderly & Disabled - Swivel Turning Board 360 Degree Rotation - Handicap Senior & Stroke Disability Aid - Rotating Lazy Susan Turning Assist Pad","B08D9SLFFW","New",66,4,"Amazon","X002L8OTK7","6.06%","Performance or quality not adequate
100%","0%","6.06%","Feb 14, 2025","Good"
"Vive Bag for Wheelchairs & Walkers - Machine Washable, Double-Stitched, Water-Resistant Accessory Backpack for Rollators, Wheelchairs, Walkers - Pouch with XL Pockets & Straps for Quick Installation","B08D9TQ6BT","New",24,0,"Amazon","X002L8HAUN","0%","--","0%","0%","Feb 10, 2025","Excellent"
"Vive Zipper Pulls Replacement (20 Pack) - Helper Grip Fix for Clothes, Shoes, Purse, Handbag, Luggage, Jacket, Backpack, Boot - Universal Easy Gripper Puller - Set of Plastic Repair Tabs Dexterity Aid","B08D9TT35H","New",6,0,"Amazon","X002L7S9VD","0%","--","0%","0%","Jan 14, 2025","Excellent"
"VIVEsole Bunion Cushion Protector for Women & Men (4 Pack) - Big Toe Pad for Pain Relief - - Soft Gel Separator, Straightener, Corrector, Orthopedic Support - Fabric Spacer Brace for Hallux Valgus","B08CY2LH2F","New",6,0,"Amazon","X002L1ITQT","0%","--","0%","0%","Feb 14, 2025","Excellent"
"Vive Bedside Caddy - Bed Hanging Organizer - Storage Bag Shelf For College Dorm, Bedroom, Couch, Bunk - 8 Large Pockets With Charger Slots For Men And Women - Slides Under Mattress - Handle For Travel","B08CY3N2T5","New",34,2,"Amazon","X002L0TS7J","5.88%","Performance or quality not adequate
100%","0%","5.88%","Feb 13, 2025","Good"
"Vive Temporal Forehead Thermometer Scanner for Adults, Kids & Babies - No Touch Medical Grade Infrared Digital Temperature Thermometer for Head, Ear & Fever - Touchless Instant Thermal Temperature Gun","B08CPQKJCY","New",2,0,"Amazon","X002KVT05T","0%","--","0%","0%","Dec 30, 2024","Excellent"
"Vive Palm Grip Protector (3 Pack) - Hand and Finger Contracture Cushions - for Arthritis, Skin Breakdown, Exercise Strength - Comfortable Elastic Band Sized for Men and Women - Stroke Patient Rehab","B08BQKWZST","New",2,0,"Amazon","X002K7M839","0%","--","0%","0%","Nov 13, 2024","Excellent"
"Vive Foldable Suction Reacher Grabber Tool for Elderly (1) - 32 Inches Long Reach Grabber Claw - Pick Up Grab Tool - Reachers for Disabled & Seniors Heavy Duty - Trash, Garbage, Cups Picker Assist","B08BPGJVRB","New",2,0,"Amazon","X002K73AWR","0%","--","0%","0%","Jan 20, 2025","Excellent"
"Vive Foldable Suction Reacher Grabber - Pickup Reaching Tool - Long, Heavy Duty, 32 Inch Extended Reacher - Elderly, Seniors, Injured, Kids - for Trash, Garbage, Cups, Glasses, High Shelf (Two Pack)","B08BPGPPSY","New",1,0,"Amazon","X002K719MZ","0%","--","0%","0%","Oct 12, 2024","Excellent"
"Vive Button Hook with Finger Hole - Zipper Gripper Pull Helper - Dressing Aid Assist - Buttoning Tool Device for Arthritis, Limited Mobility, Independent Living - Dexterity Handle Grip for Clothes","B08B2LCZ29","New",237,5,"Amazon","X002JRGMS7","2.11%","Performance or quality not adequate
80%","0%","2.11%","Feb 12, 2025","Good"
"Vive Body Weight Exercise Poster - Workout for Home Gym Laminated Chart - Room Decor Accessories - HITT for Abs, Glute, Core, Legs, Arms, Back - No Equipment Needed","B089YVB5JD","New",100,0,"Amazon","X002JPXXEZ","0%","--","0%","0%","Feb 14, 2025","Excellent"
"Vive Resistance Band Workout Poster (40 Illustrations) Laminated Bodyweight Hitt Exercise Chart for Abs, Glute, Back, Legs - Stretch Routine for Home Gym, Garage, for Men, Women - Cable Trainings","B089YVHL4P","New",68,2,"Amazon","X002JPWKWV","2.94%","Too Large
50%","0%","2.94%","Feb 14, 2025","Good"
"Vive Mini Humidifier Stick - Portable Travel Air Cool Mist Humidifier Ultrasonic - Includes Replacement Filters - USB Powered for Portable, Personal Use, Bedroom and Office - Quiet and Compact White","B089QV45QL","new",1,1,"Amazon","X002JKJ5BP","100%","Damaged item
100%","0%","100%","Oct 6, 2024","Very poor"
